frame,time,object_contact_event,hand_mug_contact_state,nearest_articraft_part,semantic_contact_part,active_label,vlm_visibility,vlm_hand_contact_part,vlm_handle_contact,use_this_point_for_hand_attachment,use_previous_grasp_for_hand_attachment,rim_drinking_contact,frame_mode,stable_grasp_local_x,stable_grasp_local_y,stable_grasp_local_z,stable_grasp_conf,stable_grasp_source_frame,stable_grasp_object_part,stable_grasp_object_region,stable_grasp_hand_side,stable_grasp_primary_finger,stable_grasp_fingers,stable_grasp_type,vlm_keyframe_source_frame,vlm_keyframe_object_part,vlm_keyframe_object_region,vlm_keyframe_primary_finger,vlm_keyframe_contact_fingers,vlm_keyframe_grasp_type,current_candidate_local_x,current_candidate_local_y,current_candidate_local_z,hand_to_object_contact_px,hand_contact_3d_gap_m,hand_object_z_gap_m,hand_depth_alignment_needed,vlm_contact_gate,reason
107,4.416667,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.077695,0.003981,0.032909,9.994,0.089315,0.087022,0,,hidden/occluded/misaligned frame keeps previous stable grasp
108,4.458333,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.106382,0.012363,0.036077,7.084,0.049213,0.046319,0,,hidden/occluded/misaligned frame keeps previous stable grasp
109,4.500000,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.079928,-0.013808,0.021192,9.648,0.085677,-0.080277,0,,hidden/occluded/misaligned frame keeps previous stable grasp
110,4.541667,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.298493,0.026703,0.012041,4.854,0.078112,0.076313,0,,hidden/occluded/misaligned frame keeps previous stable grasp
111,4.583333,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.429108,0.032908,-0.009368,8.002,0.132179,0.129421,1,,hidden/occluded/misaligned frame keeps previous stable grasp
112,4.625000,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.479994,0.025956,-0.034717,8.550,0.127145,0.124292,1,,hidden/occluded/misaligned frame keeps previous stable grasp
113,4.666667,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.535219,0.037509,-0.082966,14.977,0.159071,0.152515,1,,hidden/occluded/misaligned frame keeps previous stable grasp
114,4.708333,occluded_hand_mug_grasp,held_during_occlusion,handle_loop,body_shell_or_occluded_handle_region,left_hand,hidden,body,False,0,1,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.552926,0.034092,-0.133204,17.542,0.167464,0.159355,1,,hidden/occluded/misaligned frame keeps previous stable grasp
115,4.750000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.089375,-0.012649,0.004366,12.472,0.485818,-0.485125,1,,hidden/occluded/misaligned frame keeps previous stable grasp
116,4.791667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.088540,-0.016334,0.004366,9.450,0.457270,-0.456887,1,,hidden/occluded/misaligned frame keeps previous stable grasp
117,4.833333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,,,,,,,-0.089645,-0.016650,0.003628,7.140,0.407811,-0.407660,1,,hidden/occluded/misaligned frame keeps previous stable grasp
118,4.875000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,121,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,-0.088365,-0.020334,0.003628,4.559,0.339806,-0.339730,1,,hidden/occluded/misaligned frame keeps previous stable grasp
119,4.916667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,121,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,-0.089192,-0.020674,0.002595,2.632,0.255252,-0.255245,1,,hidden/occluded/misaligned frame keeps previous stable grasp
120,4.958333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.058490,0.027137,-0.003628,0.774549,60,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm""]",pinch_handle,121,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,-0.087467,-0.024276,0.002595,1.237,0.176802,-0.176762,1,,hidden/occluded/misaligned frame keeps previous stable grasp
121,5.000000,hand_handle_grasp,direct_hand_grasp_point,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,direct_grasp_anchor,-0.085350,-0.027652,0.002595,0.658625,121,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,121,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,-0.085350,-0.027652,0.002595,1.023,0.104614,-0.104612,0,,confirmed hand_handle_grasp updates stable object-local anchor
122,5.041667,hand_handle_grasp,direct_hand_grasp_point,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,direct_grasp_anchor,-0.082204,-0.030163,0.003628,0.655119,122,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,121,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,-0.082204,-0.030163,0.003628,0.463,0.046199,-0.046168,0,,confirmed hand_handle_grasp updates stable object-local anchor
123,5.083333,hand_handle_grasp,direct_hand_grasp_point,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,direct_grasp_anchor,-0.082870,-0.030760,-0.002595,0.665358,123,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,123,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,-0.082870,-0.030760,-0.002595,0.412,0.015580,0.015529,0,,confirmed hand_handle_grasp updates stable object-local anchor
124,5.125000,hand_handle_grasp,direct_hand_grasp_point,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,direct_grasp_anchor,-0.080563,-0.034127,0.000000,0.635172,124,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,123,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,-0.080563,-0.034127,0.000000,0.434,0.058648,0.058598,0,,confirmed hand_handle_grasp updates stable object-local anchor
125,5.166667,hand_handle_grasp,direct_hand_grasp_point,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,direct_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,125,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,-0.077386,-0.036629,0.000000,1.063,0.095534,0.095398,0,,confirmed hand_handle_grasp updates stable object-local anchor
126,5.208333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,125,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,-0.077386,-0.036629,0.000000,2.163,0.124401,0.124100,1,,hidden/occluded/misaligned frame keeps previous stable grasp
127,5.250000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,125,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,-0.077275,-0.036470,-0.001352,4.463,0.151042,0.150289,1,,hidden/occluded/misaligned frame keeps previous stable grasp
128,5.291667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,125,handle,upper_handle,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,-0.077275,-0.036470,-0.001352,5.506,0.169563,0.168601,1,,hidden/occluded/misaligned frame keeps previous stable grasp
129,5.333333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.077275,-0.036470,-0.001352,7.524,0.182182,0.180686,1,,hidden/occluded/misaligned frame keeps previous stable grasp
130,5.375000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.077275,-0.036470,-0.001352,9.096,0.191601,0.189624,1,,hidden/occluded/misaligned frame keeps previous stable grasp
131,5.416667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.077275,-0.036470,-0.001352,9.965,0.199655,0.197435,1,,hidden/occluded/misaligned frame keeps previous stable grasp
132,5.458333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,11.468,0.207963,0.205232,1,,hidden/occluded/misaligned frame keeps previous stable grasp
133,5.500000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,13.062,0.218002,0.214709,1,,hidden/occluded/misaligned frame keeps previous stable grasp
134,5.541667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,13.847,0.229903,0.226407,1,,hidden/occluded/misaligned frame keeps previous stable grasp
135,5.583333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,14.461,0.242962,0.239357,1,,hidden/occluded/misaligned frame keeps previous stable grasp
136,5.625000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,14.393,0.257142,0.253727,1,,hidden/occluded/misaligned frame keeps previous stable grasp
137,5.666667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,14.721,0.270440,0.267034,1,,hidden/occluded/misaligned frame keeps previous stable grasp
138,5.708333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,15.525,0.281924,0.278319,1,,hidden/occluded/misaligned frame keeps previous stable grasp
139,5.750000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,15.046,0.290413,0.287078,1,,hidden/occluded/misaligned frame keeps previous stable grasp
140,5.791667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,15.283,0.295372,0.291989,1,,hidden/occluded/misaligned frame keeps previous stable grasp
141,5.833333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,15.476,0.297997,0.294558,1,,hidden/occluded/misaligned frame keeps previous stable grasp
142,5.875000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,14.687,0.297927,0.294779,1,,hidden/occluded/misaligned frame keeps previous stable grasp
143,5.916667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,14.594,0.297764,0.294647,1,,hidden/occluded/misaligned frame keeps previous stable grasp
144,5.958333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,14.594,0.297961,0.294840,1,,hidden/occluded/misaligned frame keeps previous stable grasp
145,6.000000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,14.667,0.298200,0.295047,1,,hidden/occluded/misaligned frame keeps previous stable grasp
146,6.041667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,14.642,0.297799,0.294648,1,,hidden/occluded/misaligned frame keeps previous stable grasp
147,6.083333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,14.473,0.295894,0.292788,1,,hidden/occluded/misaligned frame keeps previous stable grasp
148,6.125000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,15.092,0.293350,0.289985,1,,hidden/occluded/misaligned frame keeps previous stable grasp
149,6.166667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,15.236,0.290270,0.286809,1,,hidden/occluded/misaligned frame keeps previous stable grasp
150,6.208333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076438,-0.035271,-0.003628,15.330,0.286924,0.283388,1,,hidden/occluded/misaligned frame keeps previous stable grasp
151,6.250000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.272,0.283914,0.280363,1,,hidden/occluded/misaligned frame keeps previous stable grasp
152,6.291667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,15.429,0.281564,0.277915,1,,hidden/occluded/misaligned frame keeps previous stable grasp
153,6.333333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,14.810,0.278614,0.275180,1,,hidden/occluded/misaligned frame keeps previous stable grasp
154,6.375000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,14.826,0.277685,0.274230,1,,hidden/occluded/misaligned frame keeps previous stable grasp
155,6.416667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,13.916,0.277774,0.274661,1,,hidden/occluded/misaligned frame keeps previous stable grasp
156,6.458333,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,14.698,0.278342,0.274918,1,,hidden/occluded/misaligned frame keeps previous stable grasp
157,6.500000,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,14.893,0.277977,0.274460,1,,hidden/occluded/misaligned frame keeps previous stable grasp
158,6.541667,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,handle_loop,handle_loop,left_hand,visible,handle,True,1,0,0,keep_previous_grasp_anchor,-0.077386,-0.036629,0.000000,0.663026,125,handle,upper_handle,left_hand,thumb,"[""thumb"", ""index"", ""middle"", ""ring"", ""pinky"", ""palm"", ""unknown""]",pinch_handle,,,,,,,-0.076950,-0.036005,-0.002595,14.441,0.277045,0.273692,1,,hidden/occluded/misaligned frame keeps previous stable grasp
