frame,time,contact_u,contact_v,contact_source,contact_conf,contact_proxy_depth_m,object_ref_depth_m,contact_depth_offset_m,camera_x,camera_y,camera_z,mug_local_x,mug_local_y,mug_local_z,nearest_articraft_part,semantic_contact_part,nearest_vertex_index,nearest_vertex_dist_m_canonical,nearest_vertex_local_x,nearest_vertex_local_y,nearest_vertex_local_z,active_label,active_label_conf,active_part_u,active_part_v,handle_contact_selection,object_contact_event,hand_mug_contact_state,use_this_point_for_hand_attachment,use_previous_grasp_for_hand_attachment,rim_drinking_contact,hand_contact_u,hand_contact_v,hand_to_object_contact_px,hand_contact_3d_gap_m,hand_object_z_gap_m,hand_depth_alignment_needed,hand_contact_reason,vlm_visibility,vlm_visible_side,vlm_occlusion_reason,vlm_hand_contact_part,vlm_handle_contact,vlm_body_contact,vlm_rim_contact,vlm_constraint,vlm_confidence
96,3.958333,513.066,139.767,articraft_handle_mesh_nearest_active_hand,0.865851,3.588319,3.605461,-0.017142,-0.310145,-0.538107,3.588319,-0.075030,0.019253,-0.004751,handle_loop,handle_loop,654,0.000000,-0.075030,0.019253,-0.004751,left_hand,0.865851,533.099,138.684,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,513.066,139.767,20.062,0.228721,0.223442,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,right,none,handle,True,False,False,force_visible,0.95
97,4.000000,517.989,145.882,articraft_handle_mesh_nearest_active_hand,0.916589,3.587463,3.585096,0.002367,-0.298044,-0.523042,3.587463,-0.080372,0.014521,-0.004751,handle_loop,handle_loop,610,0.000000,-0.080372,0.014521,-0.004751,left_hand,0.916589,536.384,144.826,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,517.989,145.882,18.425,0.224714,0.220044,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,right,none,handle,True,False,False,force_visible,0.95
98,4.041667,507.525,154.535,articraft_surface_contact_region_keyframe_affine,1.000000,3.563602,3.575733,-0.012130,-0.321454,-0.498565,3.563602,-0.106608,0.021316,0.028965,handle_loop,body_shell_or_occluded_handle_region,558,0.034213,-0.086683,0.009844,0.003628,left_hand,0.936014,540.645,154.016,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,33.124,0.249949,0.239047,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
99,4.083333,512.869,160.157,articraft_surface_contact_region_keyframe_affine,1.000000,3.519941,3.551670,-0.031730,-0.304707,-0.478982,3.519941,-0.156898,0.024262,0.019132,handle_loop,body_shell_or_occluded_handle_region,516,0.071427,-0.091051,0.003052,0.001352,left_hand,0.981910,545.603,163.412,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,32.895,0.287124,0.279113,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
100,4.125000,518.372,175.092,articraft_surface_contact_region_keyframe_affine,1.000000,3.535582,3.551406,-0.015824,-0.292812,-0.445155,3.535582,-0.153605,0.034305,0.005992,handle_loop,body_shell_or_occluded_handle_region,539,0.069585,-0.089897,0.006965,0.000000,left_hand,0.979513,550.820,174.884,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,32.449,0.268928,0.259482,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
101,4.166667,525.227,177.644,articraft_surface_contact_region_keyframe_affine,1.000000,3.589221,3.578221,0.011000,-0.280501,-0.445672,3.589221,-0.014372,-0.010136,0.047875,body_shell,body_shell,81,0.039181,-0.010353,-0.048000,0.038637,left_hand,0.940098,555.574,185.471,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,31.340,0.213731,0.204348,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
102,4.208333,533.321,193.072,articraft_surface_contact_region_keyframe_affine,1.000000,3.633694,3.611792,0.021902,-0.263950,-0.413021,3.633694,-0.005569,-0.002126,0.036729,bottom_disk,bottom_disk,44,0.043151,-0.005012,0.041000,0.038071,left_hand,0.896564,560.872,196.573,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,27.773,0.171279,0.160339,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
103,4.250000,539.408,202.947,articraft_surface_contact_region_keyframe_affine,1.000000,3.707090,3.666979,0.040111,-0.253917,-0.396437,3.707090,0.032872,-0.013263,0.020351,body_shell,body_shell,161,0.034783,0.034641,-0.048000,0.020000,left_hand,0.865393,565.494,208.232,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,26.616,0.104630,0.084477,0,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
104,4.291667,545.610,215.860,articraft_surface_contact_region_keyframe_affine,1.000000,3.753318,3.707871,0.045447,-0.241233,-0.368379,3.753318,0.054903,-0.012614,0.022210,body_shell,body_shell,169,0.040273,0.036955,-0.048000,0.015307,left_hand,0.814419,570.849,219.996,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,25.576,0.073784,0.038272,0,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
105,4.333333,556.342,231.720,articraft_surface_contact_region_keyframe_affine,1.000000,3.619324,3.655572,-0.036248,-0.206172,-0.316141,3.619324,-0.084405,0.019688,0.040999,handle_loop,body_shell_or_occluded_handle_region,600,0.036836,-0.080372,0.014521,0.004751,left_hand,0.741105,574.612,230.024,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,18.349,0.181309,0.176351,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
106,4.375000,563.710,235.231,articraft_surface_contact_region_keyframe_affine,1.000000,3.616369,3.633778,-0.017409,-0.187860,-0.307238,3.616369,-0.119610,0.004276,0.040348,handle_loop,body_shell_or_occluded_handle_region,492,0.047168,-0.090508,-0.001160,0.003628,left_hand,0.622675,577.316,241.158,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,14.841,0.184848,0.183054,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
107,4.416667,570.492,248.250,articraft_surface_contact_region_keyframe_affine,1.000000,3.718397,3.680318,0.038079,-0.175989,-0.282943,3.718397,-0.077695,0.003981,0.032909,handle_loop,body_shell_or_occluded_handle_region,555,0.028996,-0.083331,0.007999,0.004751,left_hand,0.699302,579.744,252.028,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,9.994,0.089315,0.087022,0,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
108,4.458333,574.992,262.019,articraft_surface_contact_region_keyframe_affine,1.000000,3.764082,3.774246,-0.010164,-0.166618,-0.251129,3.764082,-0.106382,0.012363,0.036077,handle_loop,body_shell_or_occluded_handle_region,535,0.037570,-0.087302,0.005896,0.004366,left_hand,0.796993,582.076,262.005,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,7.084,0.049213,0.046319,0,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
109,4.500000,586.354,262.250,articraft_surface_contact_region_keyframe_affine,1.000000,3.897656,3.974139,-0.076483,-0.142376,-0.259427,3.897656,-0.079928,-0.013808,0.021192,handle_loop,body_shell_or_occluded_handle_region,400,0.017550,-0.084706,-0.015237,0.004366,left_hand,0.876145,584.279,271.672,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,9.648,0.085677,-0.080277,0,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
110,4.541667,590.826,282.225,articraft_surface_contact_region_keyframe_affine,1.000000,3.749888,4.064091,-0.314202,-0.125559,-0.198588,3.749888,-0.298493,0.026703,0.012041,handle_loop,body_shell_or_occluded_handle_region,495,0.208535,-0.092142,-0.000884,0.000000,left_hand,0.943418,586.249,280.609,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,4.854,0.078112,0.076313,0,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
111,4.583333,596.413,290.883,articraft_surface_contact_region_keyframe_affine,1.000000,3.706894,4.127262,-0.420368,-0.110018,-0.174458,3.706894,-0.429108,0.032908,-0.009368,handle_loop,body_shell_or_occluded_handle_region,473,0.338765,-0.092596,-0.004953,0.000000,left_hand,0.946275,588.820,288.358,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,8.002,0.132179,0.129421,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
112,4.625000,599.676,296.505,articraft_surface_contact_region_keyframe_affine,1.000000,3.721802,4.441448,-0.719647,-0.102191,-0.160912,3.721802,-0.479994,0.025956,-0.034717,handle_loop,body_shell_or_occluded_handle_region,473,0.390177,-0.092596,-0.004953,0.000000,left_hand,0.908309,591.167,295.671,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,8.550,0.127145,0.124292,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
113,4.666667,605.993,310.616,articraft_surface_contact_region_keyframe_affine,1.000000,3.703716,4.602240,-0.898524,-0.085763,-0.124543,3.703716,-0.535219,0.037509,-0.082966,handle_loop,body_shell_or_occluded_handle_region,474,0.452274,-0.092402,-0.004963,-0.001352,left_hand,0.853102,593.646,302.139,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,14.977,0.159071,0.152515,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
114,4.708333,609.784,318.562,articraft_surface_contact_region_keyframe_affine,1.000000,3.705993,4.641320,-0.935328,-0.076249,-0.104568,3.705993,-0.552926,0.034092,-0.133204,handle_loop,body_shell_or_occluded_handle_region,474,0.480617,-0.092402,-0.004963,-0.001352,left_hand,0.788020,595.490,308.393,,occluded_hand_mug_grasp,held_during_occlusion,0,1,0,,,17.542,0.167464,0.159355,1,"VLM marks contact/handle region hidden; current visible point is not a direct hand-handle observation, keep prior grasp anchor",hidden,unknown,far_side,body,False,True,False,force_hidden_far_side,0.95
115,4.750000,609.435,314.700,articraft_handle_mesh_nearest_active_hand,0.759466,4.360862,4.658906,-0.298044,-0.090759,-0.134513,4.360862,-0.089375,-0.012649,0.004366,handle_loop,handle_loop,425,0.000000,-0.089375,-0.012649,0.004366,left_hand,0.759466,596.997,313.776,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,609.435,314.700,12.472,0.485818,-0.485125,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
116,4.791667,607.933,319.464,articraft_handle_mesh_nearest_active_hand,0.743253,4.340532,4.631602,-0.291070,-0.094775,-0.119806,4.340532,-0.088540,-0.016334,0.004366,handle_loop,handle_loop,403,0.000000,-0.088540,-0.016334,0.004366,left_hand,0.743253,598.498,318.928,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,607.933,319.464,9.450,0.457270,-0.456887,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
117,4.833333,607.241,324.747,articraft_handle_mesh_nearest_active_hand,0.708849,4.298032,4.440382,-0.142350,-0.095872,-0.103170,4.298032,-0.089645,-0.016650,0.003628,handle_loop,handle_loop,404,0.000000,-0.089645,-0.016650,0.003628,left_hand,0.708849,600.254,323.279,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,607.241,324.747,7.140,0.407811,-0.407660,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
118,4.875000,606.088,328.468,articraft_handle_mesh_nearest_active_hand,0.696319,4.235859,4.296593,-0.060734,-0.097811,-0.090948,4.235859,-0.088365,-0.020334,0.003628,handle_loop,handle_loop,382,0.000000,-0.088365,-0.020334,0.003628,left_hand,0.696319,601.562,327.925,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,606.088,328.468,4.559,0.339806,-0.339730,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
119,4.916667,604.977,332.553,articraft_handle_mesh_nearest_active_hand,0.690425,4.158349,4.209195,-0.050846,-0.099168,-0.077717,4.158349,-0.089192,-0.020674,0.002595,handle_loop,handle_loop,383,0.000000,-0.089192,-0.020674,0.002595,left_hand,0.690425,602.588,331.447,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,604.977,332.553,2.632,0.255252,-0.255245,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,right,none,handle,True,False,False,force_visible,0.95
120,4.958333,604.710,334.100,articraft_handle_mesh_nearest_active_hand,0.668705,4.084789,4.043567,0.041222,-0.098157,-0.072038,4.084789,-0.087467,-0.024276,0.002595,handle_loop,handle_loop,361,0.000000,-0.087467,-0.024276,0.002595,left_hand,0.668705,603.489,334.302,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,604.710,334.100,1.237,0.176802,-0.176762,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
121,5.000000,605.248,336.631,articraft_handle_mesh_nearest_active_hand,0.658625,4.017151,3.966536,0.050615,-0.095058,-0.063922,4.017151,-0.085350,-0.027652,0.002595,handle_loop,handle_loop,339,0.000000,-0.085350,-0.027652,0.002595,left_hand,0.658625,604.298,336.253,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp,direct_hand_grasp_point,1,0,0,605.248,336.631,1.023,0.104614,-0.104612,0,active hand is near Articraft handle contact point,visible,left,none,handle,True,False,False,force_visible,0.95
122,5.041667,605.632,337.555,articraft_handle_mesh_nearest_active_hand,0.655119,3.958668,3.934371,0.024297,-0.092639,-0.060502,3.958668,-0.082204,-0.030163,0.003628,handle_loop,handle_loop,316,0.000000,-0.082204,-0.030163,0.003628,left_hand,0.655119,605.334,337.908,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp,direct_hand_grasp_point,1,0,0,605.632,337.555,0.463,0.046199,-0.046168,0,active hand is near Articraft handle contact point,visible,left,none,handle,True,False,False,force_visible,0.95
123,5.083333,605.834,339.271,articraft_handle_mesh_nearest_active_hand,0.665358,3.898121,3.843133,0.054988,-0.090688,-0.055022,3.898121,-0.082870,-0.030760,-0.002595,handle_loop,handle_loop,321,0.000000,-0.082870,-0.030760,-0.002595,left_hand,0.665358,605.959,338.878,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp,direct_hand_grasp_point,1,0,0,605.834,339.271,0.412,0.015580,0.015529,0,active hand is near Articraft handle contact point,visible,left,none,handle,True,False,False,force_visible,0.95
124,5.125000,606.902,339.945,articraft_handle_mesh_nearest_active_hand,0.635172,3.856582,3.755164,0.101418,-0.086917,-0.052666,3.856582,-0.080563,-0.034127,0.000000,handle_loop,handle_loop,297,0.000000,-0.080563,-0.034127,0.000000,left_hand,0.635172,606.853,339.513,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp,direct_hand_grasp_point,1,0,0,606.902,339.945,0.434,0.058648,0.058598,0,active hand is near Articraft handle contact point,visible,left,none,handle,True,False,False,force_visible,0.95
125,5.166667,608.166,340.932,articraft_handle_mesh_nearest_active_hand,0.663026,3.820551,3.722548,0.098003,-0.082815,-0.049605,3.820551,-0.077386,-0.036629,0.000000,handle_loop,handle_loop,275,0.000000,-0.077386,-0.036629,0.000000,left_hand,0.663026,607.591,340.038,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp,direct_hand_grasp_point,1,0,0,608.166,340.932,1.063,0.095534,0.095398,0,active hand is near Articraft handle contact point,visible,left,none,handle,True,False,False,force_visible,0.95
126,5.208333,609.588,342.081,articraft_handle_mesh_nearest_active_hand,0.639360,3.791324,3.687791,0.103533,-0.078510,-0.046260,3.791324,-0.077386,-0.036629,0.000000,handle_loop,handle_loop,275,0.000000,-0.077386,-0.036629,0.000000,left_hand,0.639360,608.176,340.443,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,609.588,342.081,2.163,0.124401,0.124100,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
127,5.250000,611.275,344.152,articraft_handle_mesh_nearest_active_hand,0.629397,3.766745,3.653634,0.113111,-0.073676,-0.040649,3.766745,-0.077275,-0.036470,-0.001352,handle_loop,handle_loop,276,0.000000,-0.077275,-0.036470,-0.001352,left_hand,0.629397,608.483,340.669,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,611.275,344.152,4.463,0.151042,0.150289,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
128,5.291667,612.488,345.251,articraft_handle_mesh_nearest_active_hand,0.636513,3.749159,3.630453,0.118706,-0.070235,-0.037652,3.749159,-0.077275,-0.036470,-0.001352,handle_loop,handle_loop,276,0.000000,-0.077275,-0.036470,-0.001352,left_hand,0.636513,609.046,340.953,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,612.488,345.251,5.506,0.169563,0.168601,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
129,5.333333,614.072,347.271,articraft_handle_mesh_nearest_active_hand,0.640079,3.736718,3.623973,0.112745,-0.065971,-0.032388,3.736718,-0.077275,-0.036470,-0.001352,handle_loop,handle_loop,276,0.000000,-0.077275,-0.036470,-0.001352,left_hand,0.640079,609.550,341.257,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,614.072,347.271,7.524,0.182182,0.180686,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
130,5.375000,615.941,348.408,articraft_handle_mesh_nearest_active_hand,0.648180,3.726881,3.607757,0.119124,-0.061055,-0.029417,3.726881,-0.077275,-0.036470,-0.001352,handle_loop,handle_loop,276,0.000000,-0.077275,-0.036470,-0.001352,left_hand,0.648180,610.011,341.510,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,615.941,348.408,9.096,0.191601,0.189624,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
131,5.416667,616.766,349.444,articraft_handle_mesh_nearest_active_hand,0.668061,3.718671,3.599617,0.119054,-0.058830,-0.026728,3.718671,-0.077275,-0.036470,-0.001352,handle_loop,handle_loop,276,0.000000,-0.077275,-0.036470,-0.001352,left_hand,0.668061,610.435,341.749,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,616.766,349.444,9.965,0.199655,0.197435,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
132,5.458333,618.116,350.611,articraft_handle_mesh_nearest_active_hand,0.667053,3.709817,3.612445,0.097372,-0.055282,-0.023717,3.709817,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.667053,610.618,341.933,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,618.116,350.611,11.468,0.207963,0.205232,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
133,5.500000,619.676,351.736,articraft_handle_mesh_nearest_active_hand,0.665751,3.700436,3.598885,0.101551,-0.051210,-0.020823,3.700436,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.665751,610.820,342.135,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,619.676,351.736,13.062,0.218002,0.214709,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
134,5.541667,620.924,351.798,articraft_handle_mesh_nearest_active_hand,0.682994,3.689140,3.572424,0.116716,-0.047920,-0.020602,3.689140,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.682994,610.860,342.287,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,620.924,351.798,13.847,0.229903,0.226407,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
135,5.583333,621.840,351.754,articraft_handle_mesh_nearest_active_hand,0.676231,3.676684,3.552888,0.123796,-0.045463,-0.020644,3.676684,-0.076950,-0.036005,-0.002595,handle_loop,handle_loop,277,0.000000,-0.076950,-0.036005,-0.002595,left_hand,0.676231,610.810,342.402,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,621.840,351.754,14.461,0.242962,0.239357,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
136,5.625000,622.294,351.068,articraft_handle_mesh_nearest_active_hand,0.682117,3.663002,3.533500,0.129502,-0.044163,-0.022279,3.663002,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.682117,610.712,342.523,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,622.294,351.068,14.393,0.257142,0.253727,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
137,5.666667,622.771,351.036,articraft_handle_mesh_nearest_active_hand,0.682134,3.651361,3.519558,0.131803,-0.042837,-0.022286,3.651361,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.682134,610.656,342.674,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,622.771,351.036,14.721,0.270440,0.267034,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
138,5.708333,623.031,351.942,articraft_handle_mesh_nearest_active_hand,0.666894,3.641617,3.513423,0.128194,-0.042077,-0.019982,3.641617,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.666894,610.483,342.800,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,623.031,351.942,15.525,0.281924,0.278319,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,right,none,handle,True,False,False,force_visible,0.95
139,5.750000,622.295,352.019,articraft_handle_mesh_nearest_active_hand,0.677774,3.634255,3.501466,0.132789,-0.043812,-0.019751,3.634255,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.677774,610.281,342.961,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,622.295,352.019,15.046,0.290413,0.287078,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
140,5.791667,622.428,352.085,articraft_handle_mesh_nearest_active_hand,0.662709,3.630185,3.497894,0.132291,-0.043436,-0.019565,3.630185,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.662709,610.050,343.120,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,622.428,352.085,15.283,0.295372,0.291989,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
141,5.833333,622.464,352.113,articraft_handle_mesh_nearest_active_hand,0.659502,3.629389,3.505089,0.124300,-0.043336,-0.019491,3.629389,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.659502,609.780,343.247,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,622.464,352.113,15.476,0.297997,0.294558,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
142,5.875000,621.482,352.128,articraft_handle_mesh_nearest_active_hand,0.670265,3.630708,3.524982,0.105726,-0.045781,-0.019461,3.630708,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.670265,609.674,343.394,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,621.482,352.128,14.687,0.297927,0.294779,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
143,5.916667,621.411,352.129,articraft_handle_mesh_nearest_active_hand,0.686628,3.632398,3.528201,0.104197,-0.045977,-0.019467,3.632398,-0.076438,-0.035271,-0.003628,handle_loop,handle_loop,278,0.000000,-0.076438,-0.035271,-0.003628,left_hand,0.686628,609.657,343.480,articraft_handle_mesh_nearest_active_hand,hand_handle_grasp_depth_misaligned,visual_contact_needs_depth_alignment,1,0,0,621.411,352.129,14.594,0.297764,0.294647,1,visual/VLM handle contact is valid; GVHMR/object depth gap should be solved as an alignment residual,visible,left,none,handle,True,False,False,force_visible,0.95
