frame,time,phase,contact_active,hand_side,contact_object_part,contact_fingers,primary_contact_finger,grasp_type,contact_point_2d_u,contact_point_2d_v,chair_local_point_id,chair_local_part,chair_local_role,chair_local_x,chair_local_y,chair_local_z,source
124,5.125000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,463.521,377.595,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
124,5.125000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,531.477,370.530,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
125,5.166667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,459.145,380.963,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
125,5.166667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,528.324,375.290,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
126,5.208333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,454.205,381.161,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
126,5.208333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,525.376,372.789,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
127,5.250000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,452.264,388.820,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
127,5.250000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,522.680,371.291,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
128,5.291667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,445.592,390.242,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
128,5.291667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,521.290,378.920,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
129,5.333333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,439.799,394.889,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
129,5.333333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,520.480,387.184,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
130,5.375000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,434.071,393.769,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
130,5.375000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,519.522,393.580,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
131,5.416667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,432.633,396.853,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
131,5.416667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,517.642,395.073,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
132,5.458333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,429.790,400.834,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
132,5.458333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,516.104,397.329,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
133,5.500000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,429.561,397.429,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
133,5.500000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,514.898,399.330,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
134,5.541667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,430.222,391.462,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
134,5.541667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,513.906,401.021,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
135,5.583333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,430.106,387.675,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
135,5.583333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,513.076,402.402,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
136,5.625000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,427.971,390.927,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
136,5.625000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,512.406,403.746,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
137,5.666667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,426.760,392.461,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
137,5.666667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,511.650,405.060,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
138,5.708333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,425.891,393.766,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
138,5.708333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,510.806,406.403,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
139,5.750000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,425.115,394.852,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
139,5.750000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,509.981,407.607,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
140,5.791667,qwen_verified_contact,1,right_hand,top_rail,"[""pinky"", ""ring"", ""middle"", ""index"", ""thumb""]",pinky,top_rail_grasp,424.467,395.922,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state+qwen_semantics
140,5.791667,stable_grasp_contact,1,left_hand,top_rail,"[""pinky"", ""ring"", ""middle"", ""index"", ""thumb""]",pinky,two_hand_top_rail_endpoint_grasp,509.247,408.717,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
141,5.833333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,423.643,396.980,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
141,5.833333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,508.441,409.625,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
142,5.875000,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,422.734,398.020,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
142,5.875000,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,507.590,410.412,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
143,5.916667,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,421.861,398.943,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
143,5.916667,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,506.893,411.089,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
144,5.958333,stable_grasp_contact,1,right_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,421.145,399.867,backrest_top_left,backrest_board,stable_top_rail_endpoint_left,-0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
144,5.958333,stable_grasp_contact,1,left_hand,top_rail,"[""palm""]",palm,two_hand_top_rail_endpoint_grasp,506.340,411.799,backrest_top_right,backrest_board,stable_top_rail_endpoint_right,0.191000,0.130000,0.751000,stable_chair_grasp_anchor_state
145,6.000000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
146,6.041667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
147,6.083333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
148,6.125000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
149,6.166667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
150,6.208333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
151,6.250000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
152,6.291667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
153,6.333333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
154,6.375000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
155,6.416667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
156,6.458333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
157,6.500000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
158,6.541667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
159,6.583333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
160,6.625000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
161,6.666667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
162,6.708333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
163,6.750000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
164,6.791667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
165,6.833333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
166,6.875000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
167,6.916667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
168,6.958333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
169,7.000000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
170,7.041667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
171,7.083333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
172,7.125000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
173,7.166667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
174,7.208333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
175,7.250000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
176,7.291667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
177,7.333333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
178,7.375000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
179,7.416667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
180,7.458333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
181,7.500000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
182,7.541667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
183,7.583333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
184,7.625000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
185,7.666667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
186,7.708333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
187,7.750000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
188,7.791667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
189,7.833333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
190,7.875000,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
191,7.916667,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
192,7.958333,static_no_contact,0,none,none,,,,,,,,,,,,stable_chair_grasp_anchor_state
